[certificateholder_id],[certificateholder_name],[crop],[license_number],[start_date_license],[end_date_license],[license_standard],[license_status],[scope],[region],[country]
RA_00162602406,4RC COFFEE GROUP SOCIEDAD ANONIMA CERRADA,Coffee,RALI24-030371,8/27/2024,8/26/2025,Farming,Granted,Group Of Small Farms,Latin America,Peru
RA_00097152204,Intimex Daknong JSC,Coffee,RALI24-027305,9/15/2024,9/14/2025,Farming & Supply Chain,Granted,Group Of Small Farms,Asia and Pacific,Viet Nam
RA_00054642110,FAZENDA SANTA RITA DAS PAINEIRAS - Maria Julia Pereira,Coffee,RALI23-024227,5/9/2024,5/8/2025,Farming,Granted,Single Farm,Latin America,Brazil
RA_00106402206,Fazenda Cambuí,Coffee,RALI24-025755,6/2/2024,6/1/2025,Farming,Granted,,Latin America,Brazil
RA_00086262203,Interkom SpA,Coffee,RALI23-022330,3/16/2024,3/15/2025,Supply Chain,Granted,Single Site,Europe,Italy
RA_00068892112,Bean There Coffee Company (Pty) Ltd,Coffee,RALI23-023089,3/14/2024,3/13/2025,Supply Chain,Granted,Single Site,Africa,South Africa
RA_00105582206,Colruyt Group NV,Coffee,RALI24-025797,7/11/2024,7/10/2025,Supply Chain,Granted,Multi Site,Europe,Belgium
RA_00000052103,CONDOMÍNIO O COFEE,Coffee,RALI23-023824,5/15/2024,8/15/2025,Farming,Granted,Multi Farm,Latin America,Brazil
RA_00023552107,Francisco Lacayo / INESA,Coffee,RALI24-029854,10/2/2024,10/1/2025,Farming,Granted,Multi Farm,Latin America,Nicaragua
RA_00165282408,CV SUMATERA AGRO PERKASA GROUP,Coffee,RALI24-031541,9/17/2024,9/16/2025,Farming,Granted,Group Of Small Farms,Asia and Pacific,Indonesia
RA_00053232110,TEAM TAP S.A.S,Coffee,RALI24-030845,12/28/2024,12/27/2025,Supply Chain,Granted,Multi Site,Latin America,Colombia
RA_00068322112,"Shanghai Creation Trading Co., Ltd.",Coffee,RALI24-031221,8/12/2024,8/11/2025,Supply Chain,Granted,Single Site,Asia and Pacific,China
RA_00049732110,Finca Comercial Acosta,Coffee,RALI23-020088,11/18/2024,11/17/2025,Farming,Granted,Single Farm,Latin America,Honduras
RA_00026102108,Mt Elgon scheme - Kyagalanyi Coffee Ltd.,Coffee,RALI24-028140,9/2/2024,9/1/2025,Farming,Granted,Group Of Small Farms,Africa,Uganda
RA_00035162108,Beneficio de Café Montecristo.-RFA-Paraiso,Coffee,RALI24-031292,12/15/2024,12/14/2025,Farming,Granted,Multi Farm,Latin America,Honduras
RA_00064142112,Segafredo Zanetti S.p.A.,Coffee,RALI24-025530,7/7/2024,7/6/2025,Supply Chain,Granted,Single Site,Europe,Italy
RA_00069312112,"FAZENDA DA FÁBRICA, PADRE VITOR E NOSSA MÃE - Aloísio de Brito Barbosa",Coffee,RALI23-025141,5/24/2024,5/23/2025,Farming,Granted,Multi Farm,Latin America,Brazil
RA_00029902108,"BENEFICIADORA DE CAFÉ LA PROVIDENCIA, S.A.",Coffee,RALI24-033540,11/12/2024,11/11/2025,Supply Chain,Granted,Single Site,Latin America,Nicaragua
RA_00068552112,Grupo la Albania,Coffee,RALI24-028819,10/2/2024,10/1/2025,Farming,Granted,,Latin America,Colombia
RA_00119452210,Sucastainability Kenya Limited-Meru Group,Coffee,RALI23-020298,10/14/2024,10/13/2025,Farming,Granted,Group Of Small Farms,Africa,Kenya
RA_00082762202,COOPERATIVA AGRARIA CAFETALERA SOSTENIBLE VALLE UBIRIKI,Coffee,RALI23-021999,4/2/2024,4/1/2025,Farming,Not Granted,Group Of Small Farms,Latin America,Peru
RA_00153512402,CENTRAL DE ORGANIZACIONES PRODUCTORAS DE CAFE Y CACAO DEL PERU - CAFE PERU,Coffee,RALI24-026258,1/15/2024,4/14/2025,Supply Chain,Granted,Single Site,Latin America,Peru
RA_00090362203,KENYACOF LIMITED,Coffee,RALI23-022945,3/25/2024,3/24/2025,Supply Chain,Granted,Multi Site,Africa,Kenya
RA_00010072105,Dakman Vietnam Limited,Coffee,RALI24-028750,10/16/2024,10/15/2025,Farming & Supply Chain,Granted,Group Of Small Farms,Asia and Pacific,Viet Nam
RA_00135792304,"PANFOODS CO., LIMITED",Coffee,RALI24-026517,5/5/2024,5/4/2025,Supply Chain,Granted,Single Site,Europe,United Kingdom of Great Britain and Northern Ireland (the)
RA_00124062212,Kaufland Dienstleistungen,Coffee,RALI24-030016,9/21/2024,9/20/2025,Supply Chain,Granted,Single Site,Europe,Germany
RA_00160842405,Grupo LDC Conilon 01,Coffee,RALI24-029503,9/20/2024,9/19/2025,Farming,Granted,Group Of Mixed Farms,Latin America,Brazil
RA_00112532208,TIPICAFE,Coffee,RALI24-029082,10/26/2024,10/25/2025,Farming,Granted,Group Of Small Farms,Latin America,Colombia
RA_00168182409,"INVERSOMER, S.A. DE C.V.",Coffee,RALI24-032941,11/11/2024,11/10/2025,Supply Chain,Granted,Single Site,Latin America,El Salvador
RA_00170992411,AGRO B LTDA - COMERCIAL,Coffee,RALI24-034215,10/15/2024,1/14/2026,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00131002302,FAZENDA OSVALDO CRUZ,Coffee,RALI24-031341,6/2/2024,6/1/2025,Farming,Granted,Multi Farm,Latin America,Brazil
RA_00099652205,"Country Coffee Company, INC. dba Distant Lands Coffee Roasters",Coffee,RALI24-029941,9/29/2024,9/28/2025,Supply Chain,Granted,Single Site,North America,United States of America (the)
RA_00010062105,Cacao Oro de Nicaragua Agro Nica y Cía. Ltda.,Coffee,RALI24-029039,11/2/2024,11/1/2025,Farming,Granted,Group Of Mixed Farms,Latin America,Nicaragua
RA_00009752105,"Cooperativa Agropecuaria Emprendedores del Café Limitada ""COAEDCAL""",Coffee,RALI24-030164,12/3/2024,12/2/2025,Farming,Granted,Group Of Small Farms,Latin America,Honduras
RA_00027942108,Iniciativas Comerciales Navarras S.A.,Coffee,RALI24-025472,6/22/2024,6/21/2025,Supply Chain,Granted,Single Site,Europe,Spain
RA_00155082402,Amazon.com services LLC,Coffee,RALI24-026817,7/1/2024,9/30/2025,Supply Chain,Granted,Single Site,North America,United States of America (the)
RA_00129502302,COMERCIO AMAZONÍA S.A. - GRUPO 3,Coffee,RALI23-023663,4/1/2024,3/31/2025,Farming,Granted,Group Of Small Farms,Latin America,Peru
RA_00057312111,KAWACOM UGANDA LIMITED- RWENZORI HIGHLANDS ARABICA SCHEME,Coffee,RALI24-027072,11/30/2024,11/29/2025,Farming,Granted,Group Of Small Farms,Africa,Uganda
RA_00068082112,Nucoffee Sustentia 2,Coffee,RALI23-022402,5/2/2024,5/1/2025,Farming,Granted,Group Of Mixed Farms,Latin America,Brazil
RA_00062892112,GRUPO DE PRODUCTORES CUAUHTOCHCO,Coffee,RALI24-032350,12/16/2024,12/15/2025,Farming,Granted,Group Of Small Farms,Latin America,Mexico
RA_00110142207,"Fullerton Merchant Holdings Co., Limited",Coffee,RALI24-029390,10/28/2024,10/27/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Hong Kong (China)
RA_00050672110,Antônio Luciano Pereira Neto,Coffee,RALI23-023076,9/3/2024,9/2/2025,Farming,Granted,Group Of Mixed Farms,Latin America,Brazil
RA_00156992403,INVISTA COMERCIO DE CEREAIS LTDA (FRANCA-SP),Coffee,RALI24-027564,2/10/2024,5/9/2025,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00036052109,PT LDC Trading Indonesia,Coffee,RALI24-026494,5/1/2024,4/30/2025,Farming,Not Granted,Group Of Small Farms,Asia and Pacific,Indonesia
RA_00159082404,Quantore B.V.,Coffee,RALI24-028639,7/4/2024,10/3/2025,Supply Chain,Granted,Single Site,Europe,Netherlands (the)
RA_00032532108,Exportadora Atlantic S.A-Grupo SMS Matagalpa Jinotega,Coffee,RALI24-032180,10/2/2024,10/1/2025,Farming,Granted,Group Of Mixed Farms,Latin America,Nicaragua
RA_00088852203,Atlantic Specialty Coffee Inc,Coffee,RALI24-029495,11/19/2024,11/18/2025,Supply Chain,Granted,Single Site,North America,United States of America (the)
RA_00145222309,Peter Schoenfeld Tutuapa,Coffee,RALI24-032301,1/18/2025,4/17/2025,Farming,Granted,Group Of Small Farms,Latin America,Guatemala
RA_00007362105,ECOM CCA_HUILA 2_RA2021,Coffee,RALI24-029228,9/2/2024,9/1/2025,Farming,Granted,Group Of Small Farms,Latin America,Colombia
RA_00007752105,COOPERATIVA AGRARIA EL MILAGRO,Coffee,RALI24-027449,5/2/2024,5/1/2025,Farming,Granted,Group Of Small Farms,Latin America,Peru
RA_00030802108,Paulig Finland Ltd,Coffee,RALI23-025000,6/2/2024,6/1/2025,Supply Chain,Granted,Multi Site,Europe,Finland
RA_00127722301,LDC - Chikmagalur Group,Coffee,RALI24-032736,2/9/2025,5/8/2025,Farming,Granted,Group Of Mixed Farms,Asia and Pacific,India
RA_00062322111,Rwenzori scheme - Kyagalanyi Coffee Ltd.,Coffee,RALI24-026174,11/19/2024,11/18/2025,Farming,Granted,Group Of Small Farms,Africa,Uganda
RA_00000172103,SANTANA ESTATE COFFEE,Coffee,RALI23-025105,5/14/2024,5/13/2025,Farming,Granted,Multi Farm,Latin America,Brazil
RA_00037432109,Mi Cafeto Co. Ltd.,Coffee,RALI24-027662,9/1/2024,8/31/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Japan
RA_00057422111,Fazenda Olhos d`água,Coffee,RALI23-023479,6/7/2024,6/6/2025,Farming,Granted,Multi Farm,Latin America,Brazil
RA_00043662109,CMS-NEW NGARIAMA FARMERS CO OPERATIVE SOCIETY,Coffee,RALI24-028744,10/1/2024,9/30/2025,Farming,Granted,Group Of Small Farms,Africa,Kenya
RA_00143842308,Jain Foods,Coffee,RALI24-026708,9/8/2024,9/7/2025,Supply Chain,Granted,Single Site,Asia and Pacific,India
RA_00040372109,FINCA TERRERITO,Coffee,RALI24-029937,12/2/2024,12/1/2025,Farming,Granted,Single Farm,Latin America,Honduras
RA_00056382111,CAIENA AGR COMERCIO DE CEREAIS SA,Coffee,RALI24-031501,8/2/2024,8/1/2025,Supply Chain,Granted,Multi Site,Latin America,Brazil
RA_00060252111,OLAM RFA ZONA SUR 2,Coffee,RALI23-023775,4/15/2024,4/14/2025,Farming,Granted,Group Of Small Farms,Latin America,Colombia
RA_00140652306,CMS Tanzania Ltd-Mbinga,Coffee,RALI24-029027,10/1/2024,6/30/2025,Farming,Granted,Group Of Small Farms,Africa,United Republic of Tanzania
RA_00084692202,Indian EcoTrade S.L.,Coffee,RALI22-008263,2/29/2024,5/30/2025,Supply Chain,Granted,Single Site,Europe,Spain
RA_00069052112,COOPERATIVA AGROINDUSTRIAL DE PRODUCTORES ECOLOGICOS GRANO DE ORO,Coffee,RALI21-006905,9/23/2024,9/22/2025,Farming,Granted,Group Of Small Farms,Latin America,Peru
RA_00088072203,Ehrmann GmbH,Coffee,RALI24-028246,9/30/2024,9/29/2025,Supply Chain,Granted,Multi Site,Europe,Germany
RA_00076232201,INROCASA Beneficio de Café Las Nubes,Coffee,RALI23-023557,3/21/2024,3/20/2025,Supply Chain,Granted,Single Site,Latin America,Nicaragua
RA_00019282107,Laguna Prime S.P.R. de R.L. de C.V.,Coffee,RALI24-032281,11/16/2024,11/15/2025,Farming,Granted,,Latin America,Mexico
RA_00095632204,Eisa Empresa Interagricola SA (Machado) - Armazém,Coffee,RALI24-028038,5/26/2024,5/25/2025,Supply Chain,Granted,Multi Site,Latin America,Brazil
RA_00124922212,SACOBU s.a,Coffee,RALI24-026762,3/20/2024,3/19/2025,Farming,Granted,Group Of Small Farms,Africa,Burundi
RA_00051022110,Prova Inc.,Coffee,RALI23-025040,6/15/2024,6/14/2025,Supply Chain,Granted,Single Site,North America,United States of America (the)
RA_00138492305,Coop Danmark A/S,Coffee,RALI23-021207,12/16/2024,12/15/2025,Supply Chain,Granted,Single Site,Europe,Denmark
RA_00041682109,HAIDER ABAMECHA COFFEE EXPORT ( HAIDER ABAMECHA ABADIKO),Coffee,RALI24-029630,11/1/2024,10/31/2025,Farming,Granted,Group Of Mixed Farms,Africa,Ethiopia
RA_00165862408,DAO-HEUANG GROUP,Coffee,RALI24-031803,11/29/2024,11/28/2025,Farming,Granted,Single Farm,Asia and Pacific,Lao People's Democratic Republic (the)
RA_00034782108,Fazenda da Serra,Coffee,RALI23-024979,5/19/2024,5/18/2025,Farming,Granted,Multi Farm,Latin America,Brazil
RA_00120262210,NISO CORPORATION,Coffee,RALI23-022167,4/19/2024,4/18/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Viet Nam
RA_00064922112,Productores Unidos de Siltepec,Coffee,RALI24-032448,12/12/2024,3/11/2025,Farming,Granted,Group Of Small Farms,Latin America,Mexico
RA_00088152203,Alois Dallmayr Kaffee oHG,Coffee,RALI24-026190,4/19/2024,4/18/2025,Supply Chain,Granted,Multi Site,Europe,Germany
RA_00131732303,Gia Lai Son Huyen Phat One Member Limited Company,Coffee,RALI24-028691,10/15/2024,10/14/2025,Farming & Supply Chain,Granted,Group Of Small Farms,Asia and Pacific,Viet Nam
RA_00162462406,Olam Agricola Ltda. - Café Solúvel - Linhares,Coffee,RALI24-030310,8/16/2024,8/15/2025,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00008712105,APROCAFESCA,Coffee,RALI24-032179,12/2/2024,12/1/2025,Farming,Granted,Group Of Small Farms,Latin America,Honduras
RA_00096432204,"Shigematsu & Co., Ltd.",Coffee,RALI23-024579,8/16/2024,8/15/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Japan
RA_00015682106,Cafés Especiales Mercedes Ocotepeque S.A. De C.V.,Coffee,RALI24-030324,12/17/2024,12/16/2025,Farming,Granted,Group Of Small Farms,Latin America,Honduras
RA_00062152111,A&V CAFE S.A.C,Coffee,RALI24-027106,7/14/2024,7/13/2025,Supply Chain,Granted,Single Site,Latin America,Peru
RA_00025502108,Fazenda 2 Amores - Pedro Ernandes e outros,Coffee,RALI22-014807,4/19/2024,4/18/2025,Farming,Granted,Multi Farm,Latin America,Brazil
RA_00128532301,Auchan Retail,Coffee,RALI23-016521,8/20/2024,11/19/2025,Supply Chain,Granted,Single Site,Europe,France
RA_00106292206,"Daiohs Japan Co.,Ltd.",Coffee,RALI24-027126,3/21/2024,6/6/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Japan
RA_00124522212,Charlie's Coffee & Tea,Coffee,RALI24-030192,6/24/2024,6/23/2025,Supply Chain,Granted,Single Site,Europe,Denmark
RA_00118782210,Beans Coffee Roasters BV,Coffee,RALI23-025031,5/22/2024,5/21/2025,Supply Chain,Granted,Single Site,Europe,Netherlands (the)
RA_00158002404,Intimex Xuan Loc Joint Stock Company (Supply chain),Coffee,RALI24-028243,3/27/2024,1/7/2026,Supply Chain,Granted,Single Site,Asia and Pacific,Viet Nam
RA_00153762402,ECOM_LIP2,Coffee,RALI24-026395,5/1/2024,8/1/2025,Farming,Granted,Group Of Small Farms,Latin America,Colombia
RA_00048002110,LUIGI LAVAZZA S.p.A.,Coffee,RALI24-027284,9/14/2024,9/13/2025,Supply Chain,Granted,Multi Site,Europe,Italy
RA_00147952310,Sarika Gourmet Coffee Co. (S) Pte Ltd,Coffee,RALI23-023983,1/1/2024,3/31/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Singapore
RA_00061172111,MARIA CECILIA PENTEADO WHATELY E OUTROS,Coffee,RALI24-031154,1/15/2025,1/14/2026,Farming,Granted,Single Farm,Latin America,Brazil
RA_00062932112,VIA VERDE AGROINDUSTRIAL LTDA,Coffee,RALI23-022689,9/20/2024,9/19/2025,Farming,Granted,Multi Farm,Latin America,Brazil
RA_00023392107,JR COMÉRCIO E EXPORTAÇÃO DE CAFÉ LTDA,Coffee,RALI24-029818,11/23/2024,11/22/2025,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00054272110,Louis Dreyfus Company Colombia - Risaralda,Coffee,RALI24-029833,10/3/2024,10/2/2025,Farming,Granted,Group Of Small Farms,Latin America,Colombia
RA_00054252110,Panamerican Coffee Trading Co. S.A.,Coffee,RALI23-024142,5/6/2024,5/5/2025,Supply Chain,Granted,Single Site,Latin America,Costa Rica
RA_00128262301,Eurospin Italia S.p.A.,Coffee,RALI24-025598,6/30/2024,6/29/2025,Supply Chain,Granted,Single Site,Europe,Italy
RA_00038872109,Outspan Bolovens Limited Bangliang Branch,Coffee,RALI24-033020,10/15/2024,10/14/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Lao People's Democratic Republic (the)
RA_00090772203,Fazendas Dutra,Coffee,RALI24-027004,5/3/2024,5/2/2025,Farming,Granted,Multi Farm,Latin America,Brazil
RA_00152142401,"ALDI (China) Investment Co., Ltd.",Coffee,RALI24-025802,6/5/2024,9/4/2025,Supply Chain,Granted,Single Site,Asia and Pacific,China
RA_00095432204,NKG Tropical Farm Management GmbH,Coffee,RALI23-023087,3/7/2024,3/6/2025,Supply Chain,Granted,Single Site,Europe,Switzerland
RA_00059542111,"Hainan Natural Tea Co., Ltd",Coffee,RALI23-020405,3/5/2024,6/3/2025,Farming,Granted,Single Farm,Asia and Pacific,China
RA_00109062207,IBERO Uganda Limited,Coffee,RALI22-011834,4/16/2024,4/15/2025,Farming,Granted,Group Of Small Farms,Africa,Uganda
RA_00069152112,The Serengeti Trading Co,Coffee,RALI23-024618,5/27/2024,5/26/2025,Supply Chain,Granted,Multi Site,North America,United States of America (the)
RA_00166282408,Taylor winch - south -Mbinga,Coffee,RALI24-031985,9/2/2024,9/1/2025,Farming,Granted,Group Of Small Farms,Africa,United Republic of Tanzania
RA_00038492109,Passaro Armazéns Gerais Ltda,Coffee,RALI23-025233,3/26/2024,3/25/2025,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00025262108,GUALANDAY TRADERS SAS,Coffee,RALI24-026404,8/2/2024,8/1/2025,Farming,Granted,Multi Farm,Latin America,Colombia
RA_00041692109,Top of the Crop NV,Coffee,RALI24-032337,1/30/2025,1/29/2026,Supply Chain,Granted,Single Site,Europe,Belgium
RA_00099722205,Brasil Espresso Comercio Atacadista Ltda,Coffee,RALI24-025807,6/30/2024,6/29/2025,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00034402108,POABS ENTERPRISES PRIVATE LIMITED,Coffee,RALI21-003440,12/29/2021,12/29/2022,Farming,Not Granted,Single Farm,Asia and Pacific,India
RA_00020912107,Carcafe Ltda - Nariño,Coffee,RALI23-020295,4/2/2024,7/2/2025,Farming,Granted,Group Of Small Farms,Latin America,Colombia
RA_00121232211,Empresa Asociativa Campesina de Producción Piedra de Amolar,Coffee,RALI24-030762,12/31/2024,12/30/2025,Farming,Granted,Group Of Small Farms,Latin America,Honduras
RA_00037772109,SOGEA AMCOS,Coffee,RALI24-032109,1/30/2025,10/29/2025,Farming,Granted,Group Of Small Farms,Africa,United Republic of Tanzania
RA_00084192202,Comercial Exportadora de Cafe San Vicente S de RL,Coffee,RALI23-023726,3/31/2024,3/30/2025,Supply Chain,Granted,Single Site,Latin America,Honduras
RA_00074602201,SDOUKOS S.A.,Coffee,RALI24-028776,9/16/2024,9/15/2025,Supply Chain,Granted,Single Site,Europe,Greece
RA_00024382107,Agropecuaria Berlin Finca Agroberlin,Coffee,RALI24-026959,9/3/2024,9/2/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00152262401,ALLANA CONSUMER PRODUCTS LIMITED (SCA),Coffee,RALI24-025842,12/5/2023,4/13/2025,Supply Chain,Granted,Multi Site,Asia and Pacific,India
RA_00009282105,Grupo GRAE I - Expocaccer – Coop. dos Cafeicultores do Cerrado Ltda.,Coffee,RALI22-015118,5/30/2024,5/29/2025,Farming,Granted,Group Of Mixed Farms,Latin America,Brazil
RA_00025132108,Cafebras Comercio de Cafés do Brasil S/a,Coffee,RALI24-031645,1/26/2025,1/25/2026,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00085842203,CAFEZAM SAS,Coffee,RALI24-034255,9/2/2024,9/1/2025,Supply Chain,Granted,Multi Site,Latin America,Colombia
RA_00126402301,Touton Uganda Ltd Kampala,Coffee,RALI23-023067,2/27/2024,5/26/2025,Supply Chain,Granted,Single Site,Africa,Uganda
RA_00110382207,"Exportadora De Café OG, S.A. de C.V.",Coffee,RALI24-032185,8/29/2024,8/28/2025,Supply Chain,Granted,Multi Site,Latin America,Honduras
RA_00116992210,Lidl US LLC,Coffee,RALI24-028815,5/25/2024,5/24/2025,Supply Chain,Granted,Single Site,North America,United States of America (the)
RA_00134232304,DFI Retail Group (7-Eleven),Coffee,RALI23-021141,5/17/2024,5/16/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Singapore
RA_00087712203,KUBIT EXPORTAÇÃO E IMPORTAÇÃO DE CAFÉ EIRELLI,Coffee,RALI23-016700,5/29/2024,5/28/2025,Supply Chain,Granted,Multi Site,Latin America,Brazil
RA_00043952109,Sharnbrook Ltd-Ibonia Estate,Coffee,RALI24-031258,9/1/2024,8/31/2025,Farming,Granted,Single Farm,Africa,Kenya
RA_00036572109,BCK Intermark,Coffee,RALI23-024394,1/23/2024,4/22/2025,Farming,Granted,Group Of Small Farms,Asia and Pacific,India
RA_00127162301,BCK Intermark - WAS Planters Consortium,Coffee,RALI24-027408,1/15/2024,4/14/2025,Farming,Granted,Group Of Small Farms,Asia and Pacific,India
RA_00060312111,Mane Italia S.r.l.,Coffee,RALI24-032052,2/19/2025,2/18/2026,Supply Chain,Granted,Single Site,Europe,Italy
RA_00110182207,Lidl Great Britain Limited,Coffee,RALI24-029170,6/2/2024,6/1/2025,Supply Chain,Granted,Single Site,Europe,United Kingdom of Great Britain and Northern Ireland (the)
RA_00056442111,LOHAS BEANS S.A.S. B.I.C,Coffee,RALI23-024348,4/20/2024,4/19/2025,Supply Chain,Granted,Single Site,Latin America,Colombia
RA_00145842309,"YUNNAN YUNDA COFFEE CO., LTD.",Coffee,RALI23-023222,11/16/2024,11/15/2025,Farming,Granted,Single Farm,Asia and Pacific,China
RA_00034912108,PELLINI CAFFE' SPA,Coffee,RALI24-031624,2/5/2025,2/4/2026,Supply Chain,Granted,Single Site,Europe,Italy
RA_00045352109,Ennstal Milch KG,Coffee,RALI23-025242,6/8/2024,6/7/2025,Supply Chain,Granted,Single Site,Europe,Austria
RA_00089992203,Asociación de Productores Cafetaleros Valle Chingama - APROCAF VCH,Coffee,RALI22-008793,5/2/2024,5/1/2025,Farming,Granted,Group Of Small Farms,Latin America,Peru
RA_00012112105,Inversiones Agroindustriales S.a,Coffee,RALI24-029429,11/3/2024,11/2/2025,Farming,Granted,Group Of Small Farms,Latin America,Honduras
RA_00165922408,Sequoia Bahia LTDA - Bela Vista,Coffee,RALI24-031834,6/13/2024,9/12/2025,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00036442109,MASHA QUALITY HOLDINGS (U) LTD,Coffee,RALI21-003644,5/27/2024,5/26/2025,Farming,Granted,Group Of Small Farms,Africa,Uganda
RA_00102462205,Coffeecaps Pty Ltd,Coffee,RALI24-027029,3/28/2024,3/27/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Australia
RA_00087332203,Armazéns Gerais Peneira Alta Ltda,Coffee,RALI24-027020,8/18/2024,8/17/2025,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00059432111,COUNISA,Coffee,RALI24-026454,3/18/2024,3/17/2025,Supply Chain,Granted,Multi Site,Latin America,Guatemala
RA_00153992402,Cadefihuila 1,Coffee,RALI24-026450,5/14/2024,5/13/2025,Farming,Granted,Group Of Small Farms,Latin America,Colombia
RA_00056372111,COMERCIAL EXPORTADORA S.A. DE C.V.,Coffee,RALI24-034483,1/21/2025,1/20/2026,Supply Chain,Granted,Single Site,Latin America,El Salvador
RA_00028552108,TOUTON SA,Coffee,RALI23-024265,5/6/2024,5/5/2025,Supply Chain,Granted,Single Site,Europe,France
RA_00029302108,ARO-COFFEE,Coffee,RALI24-027481,5/23/2024,3/22/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Viet Nam
